created_at,tweet
2021-10-26 15:20:06+02:00,['NoBailToAryanKhan']
2021-10-26 15:20:06+02:00,['MoreAboutNADINE']
2021-10-26 15:20:07+02:00,['oneus']
2021-10-26 15:20:07+02:00,['AirdropKing']
2021-10-26 15:20:07+02:00,['SB19Anniv3rsaryLive']
2021-10-26 15:20:07+02:00,['SquidGame']
2021-10-26 15:20:08+02:00,['bagcilar']
2021-10-26 15:20:09+02:00,"['firebase', 'stackoverflow']"
2021-10-26 15:20:10+02:00,['SB19Anniv3rsarylive']
2021-10-26 15:20:10+02:00,['ForTheH']
2021-10-26 15:20:12+02:00,['KilicdaroglununAtamaCagrisi']
2021-10-26 15:20:13+02:00,"['StrayKidsdiWIBTVShow', 'TokopediaWIBOktober', 'AsyikMainBareng', 'WaktuIndonesiaBelanja']"
2021-10-26 15:20:14+02:00,['VivaOSuS']
2021-10-26 15:20:14+02:00,['originalcharacter']
2021-10-26 15:20:15+02:00,"['LunarCrush', 'LunarShare']"
2021-10-26 15:20:15+02:00,['AMC']
2021-10-26 15:20:16+02:00,['studioart']
2021-10-26 15:20:17+02:00,"['SameerVankhede', 'AryanKhan']"
2021-10-26 15:20:19+02:00,['MoreAboutNADINE']
2021-10-26 15:20:20+02:00,"['TuKiRaWithDJHueningkai', 'TOMORROW_X_TOGETHER']"
2021-10-26 15:20:20+02:00,['PanadolID']
2021-10-26 15:20:20+02:00,"['ShopeeBucininNCT127', 'DiShopeeAdaNCT127', 'KetemuNCT127diShope']"
2021-10-26 15:20:22+02:00,['MoreAboutNADINE']
2021-10-26 15:20:22+02:00,"['RahulVaidya', 'RKVians']"
2021-10-26 15:20:23+02:00,['AccidentalPartridge']
2021-10-26 15:20:23+02:00,"['SB19', 'SB19Anniv3rsaryLIVE', 'RAWRAwards2021', 'RAWRATIN']"
2021-10-26 15:20:24+02:00,['RedRibbonWeek2021']
2021-10-26 15:20:25+02:00,"['TuKiRaWithDJHueningkai', 'TOMORROW_X_TOGETHER']"
2021-10-26 15:20:25+02:00,"['LunarCrush', 'LunarShare']"
2021-10-26 15:20:25+02:00,['Taurus']
2021-10-26 15:20:26+02:00,['TuKiRaWithDJHueningkai']
2021-10-26 15:20:26+02:00,['guns']
2021-10-26 15:20:27+02:00,['ARIAsArianaGrande']
2021-10-26 15:20:28+02:00,"['SelaludiShopeeMantulSale', 'BelanjaMantuldiShopee', 'HariGajianIngatShopee']"
2021-10-26 15:20:28+02:00,['505']
2021-10-26 15:20:29+02:00,['mood']
2021-10-26 15:20:33+02:00,"['SB19', 'SB19Anniv3rsaryLive']"
2021-10-26 15:20:33+02:00,"['ASEAN_StandWithJustice', 'Oct26Coup', 'WhatsHappeningInMyanmar']"
2021-10-26 15:20:34+02:00,['SterbenmitLudwig']
2021-10-26 15:20:34+02:00,['beatimekbc']
2021-10-26 15:20:35+02:00,['cookierun']
2021-10-26 15:20:35+02:00,['ARIAsTaylorSwift']
2021-10-26 15:20:36+02:00,['8']
2021-10-26 15:20:37+02:00,"['PratikIsTheBoss', 'PratikSehajpal']"
2021-10-26 15:20:38+02:00,['ARIAsJustinBieber']
2021-10-26 15:20:38+02:00,['MondayMotivation']
2021-10-26 15:20:39+02:00,['MohdShami']
2021-10-26 15:20:40+02:00,['THATHGavinDecides']
2021-10-26 15:20:42+02:00,['LALISA']
2021-10-26 15:20:42+02:00,['ARIAsArianaGrande']
2021-10-26 15:20:42+02:00,['NipeeIDNivote']
2021-10-26 15:20:43+02:00,"['jesusnuncafalla', 'leonardobailey']"
2021-10-26 15:20:43+02:00,['NORUNANOLIFE']
2021-10-26 15:20:43+02:00,"['bdsm', 'soumi', 'domi', 'lope', 'boss']"
2021-10-26 15:20:44+02:00,"['ZaynMalik', '100mosthandsomemen2021', 'tbworld2021']"
2021-10-26 15:20:44+02:00,['NationalPumpkinDay']
2021-10-26 15:20:45+02:00,"['TuKiRaWithDJHueningkai', 'TOMORROW_X_TOGETHER']"
2021-10-26 15:20:46+02:00,"['SB19Anniv3rsaryLive', 'RAWRAwards2021', 'RAWRATIN']"
2021-10-26 15:20:46+02:00,['arthurmeme']
2021-10-26 15:20:47+02:00,['JucoBandit']
2021-10-26 15:20:49+02:00,['NCT127']
2021-10-26 15:20:50+02:00,['AshTan']
2021-10-26 15:20:50+02:00,"['NoBailToAryanKhan', 'NoBailToAryanKhan']"
2021-10-26 15:20:50+02:00,"['chowder', 'cartoonnetwork', 'fanart']"
2021-10-26 15:20:51+02:00,"['SB19Anniv3rsaryLive', 'RAWRAwards2021', 'RAWRATIN']"
2021-10-26 15:20:52+02:00,['IStandWithShami']
2021-10-26 15:20:53+02:00,['climate200']
2021-10-26 15:20:55+02:00,['SB19Anniv3rsaryLive']
2021-10-26 15:20:55+02:00,['NoBailToAryanKhan']
2021-10-26 15:20:55+02:00,"['GuestBlog', 'University', 'college', 'students', 'careeradvice']"
2021-10-26 15:20:55+02:00,"['Roblox', 'RobloxDev']"
2021-10-26 15:20:56+02:00,['3090foreaJ']
2021-10-26 15:20:57+02:00,['THATHGavinDecides']
2021-10-26 15:20:57+02:00,['PratikIsTheBoss']
2021-10-26 15:20:57+02:00,['RiprendiamociIlFuturo']
2021-10-26 15:21:00+02:00,['ASKShawties']
2021-10-26 15:21:01+02:00,['JIMIN']
2021-10-26 15:21:01+02:00,['LetsGoBrandon']
2021-10-26 15:21:02+02:00,['TejasswilsTheBoss']
2021-10-26 15:21:02+02:00,"['ASEAN_StandWithJustice', 'Oct26Coup', 'WhatsHappeningInMyanmar']"
2021-10-26 15:21:03+02:00,['Musibatkabdy']
2021-10-26 15:21:04+02:00,['DrDogKiller']
2021-10-26 15:21:04+02:00,"['Sidharthshukla', '100MostHandsomeMen2021', 'TBworld2021']"
2021-10-26 15:21:05+02:00,"['ASEAN_StandWithJustice', 'Oct26Coup', 'WhatsHappeningInMyanmar']"
2021-10-26 15:21:06+02:00,"['TruthSocial', 'SocialRebel']"
2021-10-26 15:21:07+02:00,"['StrayKidsdiWIBTVShow', 'TokopediaWIBOktober', 'AsyikMainBareng', 'WaktuIndonesiaBelanja']"
2021-10-26 15:21:07+02:00,['DoWhatMovesYou']
2021-10-26 15:21:10+02:00,"['SellingContent', 'snapchat', 'buyingcontent']"
2021-10-26 15:21:10+02:00,"['SelaludiShopeeMantulSale', 'BelanjaMantuldiShopee', 'HariGajianIngatShopee']"
2021-10-26 15:21:10+02:00,['Destiny2']
2021-10-26 15:21:11+02:00,['TimnasDay']
2021-10-26 15:21:12+02:00,"['Shopee1111xNCT127', 'ShopeexNCT127', 'NCT127diShopee']"
2021-10-26 15:21:12+02:00,['HY']
2021-10-26 15:21:14+02:00,"['Sunshine', 'LiamPayne']"
2021-10-26 15:21:14+02:00,"['RAWRAwards2021', 'RAWRDonBelle']"
2021-10-26 15:21:14+02:00,['DrDogKiller']
2021-10-26 15:21:15+02:00,['ZhangLinghe']
2021-10-26 15:21:15+02:00,['SameerWakhede']
2021-10-26 15:21:15+02:00,['DrDogKiller']
2021-10-26 15:21:16+02:00,['TuKiRaWithDJHueningkai']
2021-10-26 15:21:17+02:00,['NoBailToAryanKhan']
2021-10-26 15:21:17+02:00,['bitcoin']
2021-10-26 15:21:18+02:00,['georgenotfoundfanart']
2021-10-26 15:21:19+02:00,"['Shadowhunters', 'SaveShadowhunters']"
2021-10-26 15:21:19+02:00,['MyTwitterAnniversary']
2021-10-26 15:21:20+02:00,['parkjongseong']
2021-10-26 15:21:20+02:00,['TuKiRaWithDJHueningkai']
2021-10-26 15:21:20+02:00,"['25Oct', 'CONAS']"
2021-10-26 15:21:20+02:00,['FREEZAYN']
2021-10-26 15:21:21+02:00,['TuKiRaWithDJHueningkai']
2021-10-26 15:21:21+02:00,"['TMobileTuesdays', 'Contests']"
2021-10-26 15:21:22+02:00,['imgxobts']
2021-10-26 15:21:23+02:00,['IStandWithShami']
2021-10-26 15:21:23+02:00,['SHIBARMY']
2021-10-26 15:21:24+02:00,"['4', '7', '9', '13']"
2021-10-26 15:21:25+02:00,['TuKiRaWithDJHueningkai']
2021-10-26 15:21:26+02:00,"['ASEAN_StandWithJustice', 'Oct26Coup', 'WhatsHappeningInMyanmar']"
2021-10-26 15:21:27+02:00,['TuKiRaWithDJHueningkai']
2021-10-26 15:21:27+02:00,"['Thalapathy66', 'Master', 'Beast']"
2021-10-26 15:21:28+02:00,['yulivia']
2021-10-26 15:21:30+02:00,"['HENDERY', 'XIAOJUN']"
2021-10-26 15:21:31+02:00,['rexnctz']
2021-10-26 15:21:31+02:00,['MoreAboutNADINE']
2021-10-26 15:21:31+02:00,"['quotes', 'mondaymotivation', 'CommunicationQuotes']"
2021-10-26 15:21:32+02:00,['Meddiesm']
2021-10-26 15:21:33+02:00,['SB19Anniv3rsaryLive']
2021-10-26 15:21:34+02:00,"['WhatsHappeningInMyanmar', 'Oct26Coup', 'ASEAN_StandWithJustice']"
2021-10-26 15:21:34+02:00,"['Sunshine', 'LiamPayne']"
2021-10-26 15:21:34+02:00,"['V', 'JUNGKOOK', 'BTS']"
2021-10-26 15:21:36+02:00,"['ZaynMalik', '100mosthandsomemen2021', 'tbworld2021']"
2021-10-26 15:21:37+02:00,"['ShopeeBucininNCT127', 'DiShopeeAdaNCT127', 'KetemuNCT127diShopee']"
2021-10-26 15:21:38+02:00,"['SB19Anniv3rsaryLive', 'RAWRAwards2021', 'RAWRATIN']"
2021-10-26 15:21:39+02:00,"['SelaludiShopeeMantulSale', 'BelanjaMantuldiShopee', 'HariGajianIngatShopee']"
2021-10-26 15:21:39+02:00,['THATHGavinDecides']
2021-10-26 15:21:40+02:00,['TuKiRaWithDJHueningkai']
2021-10-26 15:21:41+02:00,['kirraak']
2021-10-26 15:21:42+02:00,['Prabhas']
2021-10-26 15:21:43+02:00,['NowPlaying']
2021-10-26 15:21:43+02:00,"['HotTrendingSongs', 'ToaLaNoche', 'CNCO']"
2021-10-26 15:21:44+02:00,"['hi', 'heisenbergscat']"
2021-10-26 15:21:44+02:00,"['RAWRAwards2021', 'RAWRViceGanda']"
2021-10-26 15:21:45+02:00,['THATHGavinDecides']
2021-10-26 15:21:46+02:00,"['Vermist', 'Breda', 'NoordBrabant', 'Nederland']"
2021-10-26 15:21:47+02:00,['TuKiRaWithDJHueningkai']
2021-10-26 15:21:47+02:00,"['PuneethRajkumar', 'KingAppu']"
2021-10-26 15:21:47+02:00,['cerkezkoy']
2021-10-26 15:21:47+02:00,"['AnimalCrossing', 'ACNH', 'NintendoSwitch']"
2021-10-26 15:21:48+02:00,['LeadershipMatters']
2021-10-26 15:21:50+02:00,['US550']
2021-10-26 15:21:50+02:00,"['ZERO_Teaser01', 'SuperJuniorDnE', 'ZERO']"
2021-10-26 15:21:50+02:00,['WeTrustSameerWakhende']
2021-10-26 15:21:51+02:00,"['tezos', 'hicetnunc', 'CleanNFT', 'OBJKT']"
2021-10-26 15:21:51+02:00,['GuessThatLITZ']
2021-10-26 15:21:52+02:00,"['SelaludiShopeeMantulSale', 'BelanjaMantuldiShopee', 'HariGajianIngatShopee']"
2021-10-26 15:21:52+02:00,"['ultgg', 'ultimogg', 'binance', 'bnb', 'BHSDF']"
2021-10-26 15:21:53+02:00,['MoreAboutNADINE']
2021-10-26 15:21:53+02:00,['NoBailToAryanKhan']
2021-10-26 15:21:53+02:00,['rexnctz']
2021-10-26 15:21:53+02:00,"['Oct26Coup', 'WhatsHappeningInMyanmar']"
2021-10-26 15:21:53+02:00,"['GameFi', 'NFT', 'PlayToEarn', 'Metaverse']"
2021-10-26 15:21:57+02:00,['photoshop']
2021-10-26 15:21:57+02:00,"['1560BD', 'denim', 'everycolour', 'bot', 'art', 'colours', 'twitterbot']"
2021-10-26 15:21:58+02:00,"['Shopee1111xNCT127', 'ShopeexNCT127', 'NCT127diShopee']"
2021-10-26 15:21:58+02:00,"['quote', 'quotesmith55', 'attitude', 'TuesdayMotivation']"
2021-10-26 15:21:58+02:00,"['SB19Anniv3rsaryLive', 'RAWRAwards2021', 'RAWRATIN']"
2021-10-26 15:21:59+02:00,['GuessThatLITZ']
2021-10-26 15:21:59+02:00,['originalcharacter']
2021-10-26 15:21:59+02:00,['DrDogKiller']
2021-10-26 15:21:59+02:00,"['crypto', 'blockchain', 'cryptocurrency', 'cloud', 'decentralized', 'altcoin', 'confidentiality', 'privacy', 'coins']"
2021-10-26 15:21:59+02:00,['MTVEMAs']
2021-10-26 15:21:59+02:00,['musicismylife']
2021-10-26 15:22:01+02:00,"['SaveShadowhunters', 'Shadowhunters']"
2021-10-26 15:22:01+02:00,"['NetflixTHx4EVE', '4EVE']"
2021-10-26 15:22:02+02:00,"['Portugal', 'portuguese', 'greedy', 'europa', 'world']"
2021-10-26 15:22:03+02:00,['SB19Anniv3rsaryLive']
2021-10-26 15:22:03+02:00,"['ShopeeBucininNCT127', 'DiShopeeAdaNCT127', 'KetemuNCT127diShopee']"
2021-10-26 15:22:03+02:00,"['ScottishIndependence9', 'ScottishIndependence10']"
2021-10-26 15:22:03+02:00,['MurphyMandates']
2021-10-26 15:22:04+02:00,['DoWhatMovesYou']
2021-10-26 15:22:04+02:00,['JAKE']
2021-10-26 15:22:04+02:00,['DailyQuino']
2021-10-26 15:22:06+02:00,"['mondaythoughts', 'mustwatch']"
2021-10-26 15:22:07+02:00,['ForTheH']
2021-10-26 15:22:08+02:00,['Zdrajcy']
2021-10-26 15:22:10+02:00,"['ShopeeBucininNCT127', 'DiShopeeAdaNCT127', 'KetemuNCT127diShopee']"
2021-10-26 15:22:10+02:00,['SpiderManNoWayHome']
2021-10-26 15:22:10+02:00,['affirmation']
2021-10-26 15:22:12+02:00,"['ShopeeBucininNCT127', 'DiShopeeAdaNCT127', 'KetemuNCT127diShopee']"
2021-10-26 15:22:13+02:00,"['RAWRAwards2021', 'RAWRDonBelle']"
2021-10-26 15:22:13+02:00,['EarlyHalloween_zip']
2021-10-26 15:22:14+02:00,"['Airdrop', 'GameFi', 'NFT', 'PlayToEarn', 'Metaverse']"
2021-10-26 15:22:15+02:00,['AVeryBritishScandal']
2021-10-26 15:22:16+02:00,['animation']
2021-10-26 15:22:18+02:00,['9']
2021-10-26 15:22:19+02:00,['YangZi29thBirthday']
2021-10-26 15:22:19+02:00,['AnimalsToday']
2021-10-26 15:22:20+02:00,"['btsfanart', 'jungkook']"
2021-10-26 15:22:20+02:00,"['izmit', 'bayan']"
2021-10-26 15:22:20+02:00,"['investing', 'profits', 'cryptocurrency', 'SmallCaps', 'trading', 'Bitcoin']"
2021-10-26 15:22:20+02:00,['Shami']
2021-10-26 15:22:21+02:00,"['RAWRAwards2021', 'RAWRDonBelle']"
2021-10-26 15:22:22+02:00,['PaMisMuchachas']
2021-10-26 15:22:22+02:00,['Jakehoon']
2021-10-26 15:22:22+02:00,"['dreamfanart', 'dreamwastaken', 'positivity']"
2021-10-26 15:22:23+02:00,"['deluxe', 'celebration']"
2021-10-26 15:22:26+02:00,"['ZaynMalik', '100mosthandsomemen2021', 'tbworld2021']"
2021-10-26 15:22:26+02:00,['throwback']
2021-10-26 15:22:27+02:00,"['TuKiRaWithDJHueningkai', 'TOMORROW_X_TOGETHER']"
2021-10-26 15:22:28+02:00,['RohithSharma']
2021-10-26 15:22:30+02:00,['SonDakika']
2021-10-26 15:22:30+02:00,['ARIAsArianaGande']
2021-10-26 15:22:31+02:00,['1']
2021-10-26 15:22:31+02:00,"['13', '1']"
2021-10-26 15:22:32+02:00,['ThankYou_MC_KangDaniel']
2021-10-26 15:22:33+02:00,"['SEC', 'stablecoins']"
2021-10-26 15:22:35+02:00,"['PrideOfWakiso', 'WeArePurpleSharks', 'POLWGFC']"
2021-10-26 15:22:36+02:00,['drawmei']
2021-10-26 15:22:36+02:00,"['AdaShopeediHati', 'WaktunyaShopeeGiveaway', '1111ShopeedanNCT127']"
2021-10-26 15:22:36+02:00,"['StefanOlsdal', 'BrianMolko', 'Placebo']"
2021-10-26 15:22:37+02:00,['TaxTheRich']
2021-10-26 15:22:39+02:00,"['Sunshine', 'LiamPayne']"
2021-10-26 15:22:39+02:00,"['nz', 'pak', 'NZvsPAK']"
2021-10-26 15:22:39+02:00,['JiminIsThestandard']
2021-10-26 15:22:44+02:00,"['DrDogKiller', '2']"
2021-10-26 15:22:45+02:00,['Huelga28octubreFijezaYa']
2021-10-26 15:22:45+02:00,['AnnaattheTrailer']
2021-10-26 15:22:45+02:00,"['MAGA', 'huwhitememes', 'FJB', 'LGB']"
2021-10-26 15:22:46+02:00,['TittyTuesday']
2021-10-26 15:22:46+02:00,['MiMusica']
2021-10-26 15:22:46+02:00,['MoreAboutNADINE']
2021-10-26 15:22:46+02:00,['Rockwithyou']
2021-10-26 15:22:46+02:00,['chucky']
2021-10-26 15:22:47+02:00,['natedree']
2021-10-26 15:22:48+02:00,"['SelaludiShopeeMantulSale', 'BelanjaMantuldiShopee', 'HariGajianIngatShopee']"
2021-10-26 15:22:49+02:00,"['t20worldcup', 'NZvPAK', 'PAKvNZ', 'Dream11', 'pak', 'nz']"
2021-10-26 15:22:50+02:00,['BOYCOTTMZETxAPTxGMA232']
2021-10-26 15:22:51+02:00,"['MONEY', 'LISA', 'LALISA']"
2021-10-26 15:22:53+02:00,['Bagaceira']
2021-10-26 15:22:53+02:00,['GlazersIn']
2021-10-26 15:22:53+02:00,['shibarmy']
2021-10-26 15:22:54+02:00,"['MondayMotivation', 'MondayMood', 'model', 'tomford']"
2021-10-26 15:22:55+02:00,"['LunarCrush', 'LunarShare']"
2021-10-26 15:22:55+02:00,['EPEX']
2021-10-26 15:22:56+02:00,['SHIB']
2021-10-26 15:22:56+02:00,"['SB19Anniv3rsaryLive', 'RAWRAwards2021', 'RAWRATIN']"
2021-10-26 15:22:56+02:00,['JusticeForHanDana']
2021-10-26 15:22:57+02:00,"['ShopeeBucininNCT127', 'DiShopeeAdaNCT127', 'KetemuNCT127diShopee']"
2021-10-26 15:22:58+02:00,"['SelaludiShopeeMantulSale', 'BelanjaMantuldiShopee', 'HariGajianIngatShopee']"
2021-10-26 15:22:58+02:00,"['ZackSnyder', 'RestoreTheSnyderVerse']"
2021-10-26 15:23:00+02:00,['UsutTuntasMenwaUNS']
2021-10-26 15:23:01+02:00,['TuKiRaWithDJHueningkai']
2021-10-26 15:23:03+02:00,"['dedenikhai', 'offgunau', 'OffGunFiloAu']"
2021-10-26 15:23:04+02:00,['rexnctz']
2021-10-26 15:23:04+02:00,['ARIAsTaylorSwift']
2021-10-26 15:23:04+02:00,['ARIAsTaylorSwift']
2021-10-26 15:23:05+02:00,['2571571']
2021-10-26 15:23:05+02:00,['BabyDogeCoin']
2021-10-26 15:23:05+02:00,['ScottishIndependence10']
2021-10-26 15:23:06+02:00,"['TuKiRaWithDJHueningkai', 'TOMORROW_X_TOGETHER']"
2021-10-26 15:23:06+02:00,['AryanKhan']
